TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_1014,9,11,8,9,8,8,8,8,30,39,31,22,26,29,28,28,24,19,27,23,23,28,20,24,21,18,30,23,17,28,28,24
T_1015,30,36,25,29,25,24,27,26,36,47,38,38,22,36,35,35,19,15,22,18,18,23,16,19,17,14,24,18,19,15,22,19
T_1016,35,42,29,34,29,28,32,30,17,22,18,18,15,12,17,16,9,7,10,8,8,11,7,9,8,7,11,9,9,10,7,9
T_1017,8,10,7,8,7,7,7,7,19,25,20,20,17,19,13,18,23,18,26,22,22,27,19,23,20,18,29,22,23,26,27,16
T_1018,12,15,10,12,10,10,11,11,15,20,16,16,13,15,15,10,30,24,34,28,28,36,25,30,27,23,37,29,30,34,35,30
T_1019,22,26,18,21,18,18,20,19,23,30,24,24,20,22,22,22,24,27,39,32,32,40,28,34,30,26,42,33,34,39,40,34
T_1020,12,20,14,16,14,13,15,14,25,32,26,26,22,24,24,24,14,8,16,13,13,17,11,14,12,11,17,13,14,16,16,14
T_1021,19,16,15,18,15,15,17,16,29,37,30,30,25,28,28,27,9,7,7,8,8,11,7,9,8,7,11,9,9,10,11,9
T_1022,40,49,23,39,33,33,36,35,33,42,34,34,29,32,31,31,38,30,43,25,36,45,31,38,34,29,47,36,38,44,45,38
T_1023,13,16,11,9,11,11,12,12,33,42,34,34,29,32,31,31,31,24,35,29,20,37,25,31,27,24,38,30,31,36,36,31
