TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_1906,30,27,19,37,26,23,35,25,43,41,29,30,36,41,30,31
T_1907,14,13,12,12,12,11,16,12,18,17,12,12,15,17,12,13
T_1908,22,20,19,27,13,17,26,18,22,21,15,15,19,21,15,16
T_1909,27,24,24,34,23,14,32,23,32,30,21,22,26,30,22,23
T_1910,12,11,11,15,10,9,10,10,23,22,16,16,20,22,16,17
T_1911,28,25,25,35,24,21,33,16,39,37,26,26,32,37,27,28
T_1912,13,12,11,16,11,10,15,11,21,28,20,20,24,28,20,21
T_1913,15,14,13,19,13,11,18,13,42,28,28,29,35,40,29,30
T_1914,28,25,25,35,24,21,33,23,35,33,17,24,29,34,24,25
T_1915,35,32,31,43,30,27,41,29,13,12,9,6,11,12,9,9
T_1916,12,11,11,15,10,9,14,10,46,43,31,31,27,44,32,33
T_1917,25,23,22,31,21,19,29,21,22,21,15,15,19,15,15,16
T_1918,14,13,12,17,12,11,16,12,22,21,15,15,19,21,11,16
T_1919,35,32,31,43,30,27,41,29,23,22,16,16,20,22,16,12
T_1920,11,10,10,14,9,8,13,9,33,31,22,22,27,31,23,24
T_1921,19,24,24,34,23,21,32,23,47,44,32,32,39,45,32,34
T_1922,37,23,33,46,32,28,44,31,27,26,18,18,22,26,19,19
T_1923,15,14,9,19,13,11,18,13,11,10,7,7,9,10,7,8
T_1924,19,17,17,17,16,15,22,16,36,34,24,25,30,35,25,26
T_1925,27,24,24,34,16,21,32,23,14,13,9,10,12,13,10,10
T_1926,20,18,18,25,17,11,24,17,36,34,24,25,30,35,25,26
T_1927,33,30,29,41,28,25,27,28,39,37,26,26,32,37,27,28
T_1928,25,23,22,31,21,19,29,15,18,17,12,12,15,17,12,13
T_1929,36,32,32,45,31,28,42,30,22,30,21,22,26,30,22,23
T_1930,30,27,27,37,26,23,35,25,20,13,13,14,17,19,14,14
T_1931,11,10,10,14,9,8,13,9,18,17,8,12,15,17,12,13
T_1932,39,35,34,48,34,30,46,33,25,23,17,12,21,24,17,18
T_1933,19,17,17,24,16,15,22,16,36,34,24,25,21,35,25,26
T_1934,19,17,17,24,16,15,22,16,42,40,28,29,35,28,29,30
T_1935,20,18,18,25,17,15,24,17,35,33,24,24,29,34,17,25
T_1936,28,25,25,35,24,21,33,23,19,18,13,13,16,18,13,9
T_1937,40,36,35,50,34,31,47,33,30,29,21,21,25,29,21,22
T_1938,16,21,20,29,20,18,27,19,23,22,16,16,20,22,16,17
T_1939,9,6,8,11,8,7,11,8,28,27,19,19,23,27,19,20
T_1940,31,28,19,39,27,24,36,26,22,21,15,15,19,21,15,16
T_1941,12,11,11,10,10,9,14,10,11,10,7,7,9,10,7,8
T_1942,31,28,27,39,19,24,36,26,39,37,26,26,32,37,27,28
T_1943,33,30,29,41,28,18,39,28,23,22,16,16,20,22,16,17
T_1944,15,14,13,19,13,11,12,13,18,17,12,12,15,17,12,13
T_1945,27,24,24,34,23,21,32,16,36,34,24,25,30,35,25,26
T_1946,17,15,15,21,15,13,20,14,22,30,21,22,26,30,22,23
T_1947,15,14,13,19,13,11,18,13,22,15,15,15,19,21,15,16
T_1948,21,19,19,26,18,16,25,18,40,38,19,27,33,38,27,29
T_1949,31,28,27,39,27,24,36,26,19,18,13,9,16,18,13,13
T_1950,36,32,32,45,31,28,42,30,22,21,15,15,13,21,15,16
T_1951,30,27,27,37,26,23,35,25,33,31,22,22,27,22,23,24
T_1952,16,14,14,20,14,12,19,13,23,22,16,16,20,22,11,17
T_1953,26,23,23,32,22,20,31,22,39,37,26,26,32,37,27,19
T_1954,20,18,18,25,17,15,24,17,12,11,8,8,10,11,8,8
T_1955,17,22,21,30,21,18,28,20,19,18,13,13,16,18,13,13
T_1956,19,12,17,24,16,15,22,16,47,44,32,32,39,45,32,34
T_1957,9,8,6,11,8,7,11,8,12,11,8,8,10,11,8,8
T_1958,33,30,29,29,28,25,39,28,46,43,31,31,38,44,32,33
T_1959,20,18,18,25,12,15,24,17,32,30,21,22,26,30,22,23
T_1960,15,14,13,19,13,8,18,13,39,37,26,26,32,37,27,28
T_1961,31,28,27,39,27,24,26,26,39,37,26,26,32,37,27,28
T_1962,27,24,24,34,23,21,32,16,27,26,18,18,22,26,19,19
T_1963,19,17,17,24,16,15,22,16,21,29,21,21,25,29,21,22
T_1964,34,31,30,42,29,26,40,28,22,15,15,15,19,21,15,16
T_1965,16,14,14,20,14,12,19,13,42,40,20,29,35,40,29,30
T_1966,19,17,17,24,16,15,22,16,37,36,25,18,31,36,26,27
T_1967,28,25,25,35,24,21,33,23,30,29,21,21,18,29,21,22
T_1968,20,18,18,25,17,15,24,17,22,21,15,15,19,15,15,16
T_1969,33,30,29,41,28,25,39,28,29,28,20,20,24,28,14,21
T_1970,10,9,9,12,9,8,12,8,42,40,28,29,35,40,29,21
T_1971,16,14,14,20,14,12,19,13,45,42,30,30,37,43,31,32
T_1972,28,36,35,50,34,31,47,33,13,12,9,9,11,12,9,9
T_1973,10,6,9,12,9,8,12,8,27,26,18,18,22,26,19,19
T_1974,39,35,24,48,34,30,46,33,21,20,14,14,18,20,15,15
T_1975,27,24,24,23,23,21,32,23,39,37,26,26,32,37,27,28
T_1976,33,30,29,41,20,25,39,28,45,42,30,30,37,43,31,32
T_1977,33,30,29,41,28,18,39,28,26,24,17,18,21,25,18,18
T_1978,23,21,20,29,20,18,19,19,34,32,23,23,28,33,23,24
T_1979,26,23,23,32,22,20,31,15,12,11,8,8,10,11,8,8
T_1980,19,17,17,24,16,15,22,16,33,44,32,32,39,45,32,34
T_1981,36,32,32,45,31,28,42,30,16,11,11,11,14,16,11,12
T_1982,32,29,28,40,28,25,38,27,36,34,17,25,30,35,25,26
T_1983,26,23,23,32,22,20,31,22,18,17,12,8,15,17,12,13
T_1984,19,17,17,24,16,15,22,16,15,14,10,10,9,15,11,11
T_1985,25,23,22,31,21,19,29,21,35,33,24,24,29,24,24,25
T_1986,36,32,32,45,31,28,42,30,25,23,17,17,21,24,12,18
T_1987,38,34,34,47,33,29,45,32,32,30,21,22,26,30,22,16
T_1988,11,10,10,14,9,8,13,9,46,43,31,31,38,44,32,33
T_1989,16,21,20,29,20,18,27,19,11,10,7,7,9,10,7,8
T_1990,18,11,16,22,15,14,21,15,39,37,26,26,32,37,27,28
T_1991,33,30,20,41,28,25,39,28,12,11,8,8,10,11,8,8
T_1992,38,34,34,33,33,29,45,32,28,27,19,19,23,27,19,20
T_1993,22,20,19,27,13,17,26,18,47,44,32,32,39,45,32,34
T_1994,29,26,26,36,25,16,34,24,18,17,12,12,15,17,12,13
T_1995,10,9,9,12,9,8,8,8,41,39,28,28,34,39,28,29
T_1996,40,36,35,50,34,31,47,23,45,42,30,30,37,43,31,32
T_1997,14,13,12,17,12,11,16,12,12,17,12,12,15,17,12,13
T_1998,31,28,27,39,27,24,36,26,22,15,15,15,19,21,15,16
T_1999,15,14,13,19,13,11,18,13,35,33,17,24,29,34,24,25
T_2000,13,12,11,16,11,10,15,11,9,9,6,4,8,9,6,7
T_2001,30,27,27,37,26,23,35,25,45,42,30,30,26,43,31,32
T_2002,21,19,19,26,18,16,25,18,36,34,24,25,30,24,25,26
T_2003,27,24,24,34,23,21,32,23,39,37,26,26,32,37,19,28
T_2004,39,35,34,48,34,30,46,33,20,19,13,14,17,19,14,10
T_2005,9,8,8,11,8,7,11,8,34,32,23,23,28,33,23,24
T_2006,23,30,29,41,28,25,39,28,28,27,19,19,23,27,19,20
T_2007,10,6,9,12,9,8,12,8,18,17,12,12,15,17,12,13
T_2008,24,22,15,30,21,18,28,20,16,16,11,11,14,16,11,12
T_2009,40,36,35,35,34,31,47,33,16,16,11,11,14,16,11,12
T_2010,15,14,13,19,9,11,18,13,18,17,12,12,15,17,12,13
T_2011,35,32,31,43,30,19,41,29,42,40,28,29,35,40,29,30
T_2012,38,34,34,47,33,29,31,32,27,26,18,18,22,26,19,19
T_2013,15,14,13,19,13,11,18,9,36,34,24,25,30,35,25,26
T_2014,19,17,17,24,16,15,22,16,12,17,12,12,15,17,12,13
T_2015,30,27,27,37,26,23,35,25,41,27,28,28,34,39,28,29
T_2016,8,7,7,10,7,6,9,7,9,9,4,6,8,9,6,7
T_2017,38,34,34,47,33,29,45,32,47,44,32,22,39,45,32,34
T_2018,31,28,27,39,27,24,36,26,35,33,24,24,21,34,24,25
T_2019,33,30,29,41,28,25,39,28,18,17,12,12,15,12,12,13
T_2020,17,15,15,21,15,13,20,14,27,26,18,18,22,26,13,19
T_2021,29,26,26,36,25,22,34,24,21,20,14,14,18,20,15,11
T_2022,24,22,21,30,21,18,28,20,32,30,21,22,26,30,22,23
T_2023,10,14,13,19,13,11,18,13,36,34,24,25,30,35,25,26
T_2024,14,9,12,17,12,11,16,12,36,34,24,25,30,35,25,26
T_2025,14,13,9,17,12,11,16,12,21,20,14,14,18,20,15,15
T_2026,15,14,13,13,13,11,18,13,20,19,13,14,17,19,14,14
T_2027,36,32,32,45,22,28,42,30,16,16,11,11,14,16,11,12
T_2028,23,21,20,29,20,12,27,19,23,22,16,16,20,22,16,17
T_2029,31,28,27,39,27,24,26,26,14,13,9,10,12,13,10,10
T_2030,15,14,13,19,13,11,18,9,27,26,18,18,22,26,19,19
T_2031,35,32,31,43,30,27,41,29,16,22,16,16,20,22,16,17
T_2032,8,7,7,10,7,6,9,7,27,18,18,18,22,26,19,19
T_2033,40,36,35,50,34,31,47,33,9,9,4,6,8,9,6,7
T_2034,30,27,27,37,26,23,35,25,29,28,20,14,24,28,20,21
T_2035,15,14,13,19,13,11,18,13,18,17,12,12,10,17,12,13
T_2036,23,21,20,29,20,18,27,19,45,42,30,30,37,30,31,32
T_2037,18,16,16,22,15,14,21,15,40,38,27,27,33,38,19,29
T_2038,27,24,24,34,23,21,32,23,43,41,29,30,36,41,30,22
T_2039,31,28,27,39,27,24,36,26,37,36,25,26,31,36,26,27
T_2040,22,28,27,39,27,24,36,26,32,30,21,22,26,30,22,23
T_2041,18,11,16,22,15,14,21,15,9,9,6,6,8,9,6,7
T_2042,17,15,11,21,15,13,20,14,35,33,24,24,29,34,24,25
T_2043,14,13,12,12,12,11,16,12,15,14,10,10,13,15,11,11
T_2044,20,18,18,25,12,15,24,17,22,21,15,15,19,21,15,16
T_2045,12,11,11,15,10,6,14,10,13,12,9,9,11,12,9,9
T_2046,23,21,20,29,20,18,19,19,36,34,24,25,30,35,25,26
T_2047,20,18,18,25,17,15,24,12,41,39,28,28,34,39,28,29
