TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_1426,2.20,2.94,2.85,2.09,2.27,2.34,2.29,2.52
T_1427,2.43,2.52,2.83,2.33,2.64,2.50,2.21,2.61
T_1428,2.31,2.76,2.71,2.37,2.56,2.42,2.58,2.39
T_1429,2.30,2.46,2.64,1.97,2.26,2.52,2.48,2.59
T_1430,2.35,2.87,2.99,2.20,2.45,2.58,2.33,2.50
T_1431,2.43,2.89,2.80,2.03,2.36,2.58,2.43,2.54
T_1432,2.51,2.94,2.82,2.28,2.62,2.46,2.26,2.31
T_1433,2.39,2.53,2.65,2.62,2.25,3.09,2.39,2.55
T_1434,2.32,2.74,2.80,2.32,2.51,2.26,2.24,2.36
T_1435,2.39,2.86,2.75,2.02,2.38,2.49,2.07,2.74
T_1436,2.38,2.51,2.88,2.55,2.34,2.35,2.23,2.55
T_1437,2.23,2.89,2.68,2.34,2.38,2.41,2.28,2.97
T_1438,2.33,2.88,2.97,2.39,2.34,2.39,2.56,2.56
T_1439,2.28,2.65,3.17,2.54,2.33,2.40,2.22,2.40
T_1440,2.37,2.94,2.96,2.45,2.50,2.54,2.39,2.35
T_1441,2.08,2.84,2.79,2.18,2.52,2.42,2.13,2.44
T_1442,2.12,2.71,2.82,2.26,2.45,2.42,2.17,2.54
T_1443,2.00,2.75,3.06,2.07,2.23,2.79,2.45,2.63
T_1444,2.44,2.92,2.89,2.38,2.61,2.77,1.94,2.84
T_1445,2.38,2.98,2.74,2.31,2.41,2.83,2.15,2.45
T_1446,2.32,2.82,2.74,2.09,2.47,2.69,2.12,2.75
T_1447,2.04,2.80,2.89,2.18,2.11,2.66,2.37,2.42
T_1448,2.41,3.01,2.60,2.12,2.27,2.40,2.14,2.57
T_1449,2.36,3.25,2.64,2.28,2.35,2.37,2.48,2.47
T_1450,2.52,2.63,3.02,2.22,2.24,2.55,2.31,2.45
T_1451,2.55,2.81,2.71,2.30,2.22,2.24,2.18,2.58
T_1452,2.39,2.66,3.14,2.30,2.33,2.74,2.36,2.73
T_1453,2.35,2.72,2.91,2.50,2.43,2.38,2.06,2.72
T_1454,2.38,2.70,2.93,2.21,2.26,2.53,2.22,2.22
T_1455,2.31,2.71,2.72,2.38,2.25,2.60,2.33,2.50
T_1456,2.29,2.78,2.62,2.02,2.64,2.68,2.19,2.52
T_1457,2.33,2.77,2.50,2.18,2.14,2.33,2.45,2.61
T_1458,2.36,2.76,2.82,2.39,2.44,2.85,2.07,2.64
T_1459,2.21,2.74,2.75,2.29,2.46,2.32,2.16,2.55
T_1460,2.28,2.98,2.94,2.40,2.36,2.57,2.01,2.40
T_1461,2.60,2.87,2.66,2.52,2.43,2.53,2.38,2.64
T_1462,2.37,2.69,2.78,2.04,2.45,2.80,2.13,2.44
T_1463,2.27,2.89,2.78,1.99,2.36,2.54,2.16,2.34
T_1464,2.39,2.65,2.68,2.23,2.32,2.53,2.13,2.41
T_1465,2.19,2.77,2.72,2.22,2.39,2.72,2.72,2.46
T_1466,2.27,3.04,2.76,2.05,2.48,2.40,2.02,2.46
T_1467,2.11,2.59,2.97,1.90,2.42,2.84,2.23,2.64
T_1468,2.31,2.64,3.02,2.16,2.29,2.42,2.27,2.75
T_1469,2.19,2.69,3.04,2.15,2.35,2.38,2.41,2.50
T_1470,2.02,2.86,2.85,2.20,2.24,2.40,2.19,2.50
T_1471,2.38,2.88,3.00,2.44,2.31,2.22,2.48,2.42
T_1472,2.44,2.59,2.99,2.39,2.18,2.18,2.24,2.57
T_1473,2.29,2.97,2.60,2.39,2.39,2.53,2.52,2.40
T_1474,2.60,2.97,2.83,1.96,2.35,2.61,2.41,2.43
T_1475,2.07,2.97,2.82,2.16,2.50,2.36,2.41,2.39
T_1476,2.09,2.78,2.65,2.18,2.20,2.68,2.14,2.54
T_1477,2.34,2.66,2.90,2.48,2.56,2.43,2.10,2.75
T_1478,2.47,2.84,2.58,2.00,2.69,2.55,2.14,2.55
T_1479,2.42,2.60,2.89,2.29,2.51,2.57,2.59,2.53
T_1480,2.26,2.89,2.88,2.38,2.13,2.30,2.37,2.33
T_1481,2.16,3.04,2.95,2.35,2.32,2.76,2.34,2.77
T_1482,2.60,2.84,2.90,2.36,2.51,2.42,2.29,2.49
T_1483,2.24,2.79,2.99,2.36,2.79,2.41,2.39,2.49
T_1484,2.42,2.82,2.57,2.30,2.16,2.72,2.69,2.75
T_1485,2.36,3.01,2.86,2.49,2.51,2.43,2.43,2.63
T_1486,2.11,2.58,2.62,2.27,2.41,2.37,2.34,2.54
T_1487,2.45,2.78,2.73,2.12,2.16,2.64,2.19,2.60
T_1488,2.23,2.82,2.97,2.03,2.18,2.54,2.27,2.45
T_1489,2.39,2.78,2.62,1.90,2.31,2.41,2.32,2.37
T_1490,2.41,2.81,2.81,2.02,2.20,2.76,2.49,2.45
T_1491,2.30,2.80,2.93,2.35,2.26,2.68,2.31,2.42
T_1492,2.58,2.88,2.66,2.26,2.40,2.39,2.26,2.53
T_1493,2.54,2.78,2.73,2.25,2.18,2.61,2.51,2.56
T_1494,2.32,2.72,2.75,2.15,2.27,2.66,2.20,2.82
T_1495,2.45,3.00,3.06,2.33,2.65,2.50,2.31,2.64
T_1496,2.64,2.98,2.79,2.39,2.35,2.54,2.31,2.54
T_1497,2.60,2.94,3.02,2.17,2.49,2.39,2.15,2.26
T_1498,2.28,2.81,2.83,2.02,2.33,2.56,2.18,2.66
T_1499,2.64,3.10,2.75,2.09,2.35,2.31,2.33,2.61
T_1500,2.20,2.53,2.72,2.24,2.68,2.68,2.40,2.32
T_1501,2.15,2.73,3.01,2.26,2.66,2.71,2.31,2.54
T_1502,2.43,2.85,2.87,2.24,2.33,2.57,2.26,2.52
T_1503,2.18,2.52,2.88,2.37,2.27,2.55,2.38,2.63
T_1504,2.59,2.85,2.96,2.26,2.45,2.65,2.24,2.30
T_1505,2.04,2.91,2.76,2.58,2.42,2.29,2.24,2.67
T_1506,2.33,2.63,2.92,1.89,2.18,2.35,2.18,2.52
T_1507,2.43,2.76,2.77,2.16,2.57,2.59,2.16,2.42
T_1508,2.08,2.87,2.70,1.95,2.18,2.59,2.38,2.59
T_1509,2.49,2.99,2.95,2.21,2.58,2.70,2.16,2.64
T_1510,2.11,3.03,2.81,2.17,2.32,2.51,2.41,2.45
T_1511,2.38,2.87,2.92,2.11,2.35,2.49,2.20,2.50
T_1512,2.36,2.79,2.71,2.28,2.60,2.54,2.32,2.47
T_1513,2.48,2.90,2.95,2.33,2.34,2.31,2.06,2.59
T_1514,2.46,3.11,2.79,2.12,2.51,2.59,2.04,2.54
T_1515,2.45,2.48,2.83,2.45,2.49,2.52,2.18,2.31
T_1516,2.20,2.99,2.95,2.16,2.45,2.56,2.40,2.43
T_1517,2.19,2.56,2.87,2.11,2.49,2.83,2.30,2.56
T_1518,2.34,2.86,3.02,2.19,2.15,2.64,2.28,2.61
T_1519,2.08,2.79,2.91,2.44,2.35,2.65,2.29,2.56
T_1520,2.53,2.99,2.54,2.33,2.42,2.44,2.42,2.70
T_1521,2.30,2.69,2.84,2.09,2.42,2.49,2.46,2.85
T_1522,2.68,2.62,2.67,2.37,2.12,2.54,2.19,2.32
T_1523,2.41,2.40,2.98,2.42,2.21,2.49,2.40,2.41
T_1524,2.24,2.87,2.72,2.41,2.48,2.63,2.34,2.24
T_1525,2.17,2.69,2.84,2.25,2.41,2.55,2.36,2.67
T_1526,2.52,2.88,2.67,2.37,2.60,2.79,2.19,2.38
T_1527,1.84,2.78,2.99,2.30,2.29,2.79,2.25,2.56
T_1528,2.26,2.95,2.54,2.24,2.22,2.66,2.29,2.74
T_1529,2.65,3.21,2.89,2.17,2.43,2.98,2.30,2.63
T_1530,2.43,2.75,3.01,2.04,2.26,2.65,2.07,2.67
T_1531,2.43,2.71,3.02,2.28,2.36,2.19,2.29,2.83
T_1532,2.33,2.65,2.78,2.34,2.34,2.60,2.14,2.56
T_1533,2.41,2.85,2.70,2.29,2.39,2.42,2.21,2.74
T_1534,2.20,3.24,3.09,2.57,2.18,2.66,2.35,2.62
T_1535,2.34,2.78,2.85,2.15,2.69,2.63,2.09,2.54
T_1536,2.52,2.66,3.02,2.54,2.59,2.60,2.33,2.43
T_1537,2.33,3.06,2.98,2.43,2.38,2.71,2.50,2.54
T_1538,2.35,3.11,2.86,2.06,2.39,2.52,2.59,2.40
T_1539,2.51,2.78,3.01,2.30,2.41,2.69,2.17,2.33
T_1540,2.49,2.99,2.84,2.23,2.41,2.44,2.17,2.59
T_1541,2.36,2.91,2.91,2.15,2.33,2.64,2.30,2.50
T_1542,2.21,2.71,2.77,2.15,2.26,2.62,2.29,2.61
T_1543,2.17,2.88,2.62,2.33,2.55,2.31,2.52,2.58
T_1544,2.36,2.88,2.81,2.20,2.43,2.51,2.47,2.50
T_1545,2.33,2.73,2.74,2.52,2.37,2.54,2.25,2.39
T_1546,2.59,2.42,2.93,2.32,2.45,2.17,2.26,2.31
T_1547,2.93,2.73,2.95,2.28,2.20,2.64,2.17,2.67
T_1548,2.58,3.09,2.74,2.32,2.22,2.61,2.36,2.41
T_1549,2.26,2.83,2.71,2.23,2.65,2.22,2.20,2.62
T_1550,2.29,2.66,2.70,2.42,2.16,2.43,2.35,2.58
T_1551,2.09,2.76,2.98,2.10,2.61,2.32,2.44,2.72
T_1552,2.37,2.67,2.56,2.43,2.75,2.56,2.36,2.76
T_1553,2.37,2.89,2.93,2.26,2.42,2.37,2.42,2.53
T_1554,2.47,2.48,2.58,2.06,2.53,2.89,2.15,2.91
T_1555,2.19,2.81,2.90,2.45,2.27,2.33,2.67,2.53
T_1556,2.38,2.95,2.87,2.19,2.26,2.76,2.32,2.47
T_1557,2.33,3.01,2.87,2.29,2.27,2.55,2.35,2.33
T_1558,2.48,2.63,2.85,2.15,2.53,2.32,2.41,2.49
T_1559,2.11,2.52,2.93,2.28,2.37,2.46,2.29,2.50
T_1560,2.53,2.64,2.78,2.31,2.55,2.56,2.34,2.57
T_1561,2.33,3.21,2.95,2.26,2.42,2.34,2.61,2.53
T_1562,2.32,2.72,2.82,2.42,2.36,2.76,2.59,2.64
T_1563,2.14,2.76,2.58,2.46,2.27,2.42,2.61,2.51
T_1564,2.41,3.06,2.61,2.08,2.28,2.52,2.23,2.26
T_1565,2.37,2.74,2.76,1.93,2.33,2.63,2.20,2.51
T_1566,2.29,3.02,2.53,2.19,2.31,2.24,2.20,2.53
T_1567,2.35,2.72,2.69,2.21,2.29,2.43,2.12,2.37
T_1568,2.15,2.68,2.92,2.18,2.49,2.53,2.32,2.44
T_1569,2.32,2.80,2.76,2.21,2.17,2.82,2.28,2.41
T_1570,2.18,2.85,2.90,2.61,2.45,2.45,2.30,2.62
T_1571,2.04,2.77,2.85,2.27,2.47,2.63,2.45,2.51
T_1572,2.11,2.73,2.98,2.13,2.39,2.29,2.30,2.58
T_1573,2.28,2.81,2.92,2.23,2.31,2.42,2.49,2.52
T_1574,2.38,2.97,2.75,2.13,2.18,2.57,1.99,2.61
T_1575,2.34,3.00,2.86,2.45,2.45,2.62,2.33,2.71
T_1576,2.53,3.03,3.10,2.26,2.63,2.67,2.47,2.66
T_1577,2.38,2.83,2.66,2.60,2.13,2.33,2.38,2.45
T_1578,2.34,2.88,2.98,2.26,2.34,2.42,2.35,2.55
T_1579,2.25,2.70,2.85,2.23,2.61,2.35,2.35,2.58
T_1580,2.41,2.68,2.90,2.05,2.36,2.54,2.57,2.50
T_1581,2.43,2.77,2.89,2.10,2.23,2.82,2.29,2.57
T_1582,2.04,2.80,2.82,2.15,2.34,2.39,2.39,2.59
T_1583,2.32,2.97,2.79,2.11,2.44,2.60,2.30,2.59
T_1584,2.32,2.56,3.02,2.47,2.41,2.30,2.34,2.49
T_1585,2.31,2.97,2.51,1.99,2.30,2.35,2.53,2.51
T_1586,2.75,3.11,2.90,2.32,2.27,2.22,2.40,2.51
T_1587,2.42,2.73,2.65,2.22,2.26,2.34,2.53,2.29
T_1588,2.46,2.98,2.70,2.29,2.34,2.49,2.05,3.07
T_1589,2.43,2.76,2.65,2.41,2.28,2.86,2.10,2.56
T_1590,2.26,2.51,2.87,2.10,2.37,2.48,2.40,2.54
T_1591,2.37,2.93,2.83,2.19,2.44,2.61,2.09,2.68
T_1592,2.37,2.51,2.74,2.40,2.44,2.33,2.29,2.47
T_1593,2.37,2.90,2.92,2.25,2.40,2.45,2.18,2.40
T_1594,2.22,2.94,2.39,2.07,2.20,2.50,2.23,2.82
T_1595,2.38,2.79,2.55,2.12,2.45,2.53,2.45,2.43
T_1596,2.28,2.98,2.68,2.54,2.21,2.44,2.35,2.52
T_1597,2.15,2.90,2.81,2.36,2.22,2.64,2.25,2.66
T_1598,2.29,2.97,3.07,2.34,2.52,2.45,2.44,2.54
T_1599,2.27,2.75,2.80,2.36,2.17,2.66,2.24,2.65
T_1600,2.32,2.82,2.76,2.32,2.05,2.52,2.26,2.76
T_1601,2.13,2.69,2.49,2.27,2.34,2.62,2.06,2.58
T_1602,2.09,2.52,2.79,2.07,2.42,2.69,2.38,2.63
T_1603,2.18,3.03,2.68,2.47,2.14,2.84,2.15,2.74
T_1604,2.24,2.95,2.63,2.11,2.36,2.72,2.42,2.66
T_1605,2.56,2.86,2.83,2.25,2.51,2.58,2.39,2.70
T_1606,2.40,2.69,2.86,2.02,2.45,2.56,2.34,2.57
T_1607,1.98,2.71,2.73,2.40,2.26,2.57,2.34,2.57
T_1608,2.24,2.90,2.93,2.28,2.51,2.76,2.23,2.77
T_1609,2.35,2.75,2.92,2.17,2.65,2.70,2.47,2.18
T_1610,2.48,2.63,2.91,2.07,2.24,2.47,2.24,2.77
T_1611,2.31,2.97,2.89,2.35,2.27,2.45,2.08,2.61
T_1612,2.60,3.00,2.79,2.04,2.25,2.47,2.16,2.55
T_1613,2.22,3.14,2.83,2.51,2.24,2.48,2.39,2.40
T_1614,2.64,2.78,2.50,2.02,2.15,2.38,2.33,2.54
T_1615,2.39,3.01,2.85,2.19,2.37,2.75,2.06,2.79
T_1616,2.32,2.73,2.98,2.36,2.62,2.50,2.27,2.45
T_1617,2.39,2.68,2.87,2.33,2.37,2.56,2.42,2.61
T_1618,2.25,2.82,2.90,2.49,2.32,2.58,2.03,2.64
T_1619,2.17,2.87,2.84,2.25,2.44,2.67,2.25,2.68
T_1620,2.40,2.70,2.75,2.41,2.22,2.30,2.50,2.59
T_1621,2.37,2.88,3.15,2.36,2.30,2.61,2.37,2.36
T_1622,2.57,2.60,2.67,2.29,2.47,2.46,2.51,2.83
T_1623,2.46,2.94,2.94,2.33,2.34,2.48,2.08,2.47
T_1624,2.24,2.73,3.04,2.08,2.33,2.42,2.06,2.67
T_1625,2.42,2.70,2.96,2.32,2.18,2.74,2.30,2.51
T_1626,2.21,2.61,2.95,2.32,2.25,2.59,2.23,2.34
T_1627,2.08,2.59,2.86,2.30,2.47,2.57,2.15,2.55
T_1628,2.29,2.82,3.14,2.15,2.41,2.76,2.07,2.62
T_1629,2.24,2.75,2.78,2.18,2.40,2.78,2.47,2.73
T_1630,2.22,2.85,2.83,2.26,2.46,2.43,2.18,2.52
T_1631,2.47,2.76,2.79,2.18,2.50,2.52,2.36,2.46
T_1632,2.43,2.71,2.74,2.53,2.35,2.58,2.24,2.25
T_1633,2.18,2.80,2.68,2.36,2.45,2.26,2.21,2.64
T_1634,2.24,2.77,2.87,2.01,2.31,2.69,2.49,2.65
T_1635,2.36,2.91,2.91,2.51,2.42,2.51,2.10,2.65
T_1636,2.00,2.76,2.95,2.52,2.66,2.80,2.28,2.37
T_1637,2.39,2.80,2.80,2.12,2.51,2.48,2.33,2.62
T_1638,2.35,2.36,3.10,2.60,2.18,2.36,2.40,2.37
T_1639,2.39,2.70,2.72,2.17,2.37,2.26,2.43,2.57
T_1640,2.52,2.78,2.92,2.32,2.23,2.36,2.36,2.87
T_1641,2.51,2.75,3.04,2.42,2.53,2.36,2.11,2.42
T_1642,2.25,2.58,2.71,2.39,2.55,3.09,2.13,2.42
T_1643,2.49,2.81,2.51,2.53,2.42,2.56,2.19,2.55
T_1644,2.35,2.89,3.24,2.30,2.24,2.55,2.41,2.57
T_1645,2.14,2.69,2.89,2.35,2.35,2.58,2.27,2.64
T_1646,2.31,2.49,2.88,2.07,2.57,2.84,2.10,2.84
T_1647,2.30,2.74,2.66,2.23,2.53,2.80,2.01,2.48
T_1648,2.39,2.81,2.77,2.03,2.30,2.65,2.27,2.35
T_1649,2.32,2.70,3.09,2.12,2.09,2.48,2.09,2.37
T_1650,2.19,2.99,2.77,2.24,2.36,2.70,2.61,2.44
T_1651,2.37,2.58,2.66,2.25,2.28,2.60,2.29,2.45
T_1652,2.21,2.77,2.48,2.11,2.58,2.56,2.15,2.35
T_1653,2.25,2.67,2.68,2.16,2.46,2.51,2.58,2.54
T_1654,2.22,2.72,2.77,2.45,2.39,2.56,2.51,2.62
T_1655,2.37,2.76,3.10,2.39,2.47,2.76,2.41,2.60
T_1656,2.35,3.04,2.83,2.51,2.31,2.63,2.12,2.55
T_1657,2.25,2.97,2.80,2.07,2.34,2.66,2.36,2.24
T_1658,1.89,2.81,2.76,2.18,2.16,2.70,2.23,2.49
T_1659,2.42,2.69,2.72,2.22,2.22,2.32,2.42,2.16
T_1660,2.18,2.81,2.89,2.40,2.37,2.76,2.12,2.41
T_1661,2.34,2.89,2.80,2.00,2.37,2.67,2.38,2.81
T_1662,2.24,2.97,2.93,2.34,2.41,2.75,2.32,2.74
T_1663,2.04,2.97,2.54,2.55,2.34,2.81,2.40,2.55
T_1664,2.40,2.78,2.77,2.13,2.09,2.53,2.37,2.48
T_1665,2.24,2.71,2.96,2.29,2.27,2.60,2.25,2.63
T_1666,2.42,2.54,2.72,2.52,2.33,2.30,2.38,2.52
T_1667,2.33,2.77,2.86,2.35,2.41,2.57,2.36,2.37
T_1668,2.66,2.70,2.84,2.44,2.41,2.71,2.44,2.45
T_1669,2.24,2.61,2.75,2.05,2.53,2.51,1.95,2.38
T_1670,2.27,2.70,2.54,2.12,2.64,2.57,2.38,2.43
T_1671,2.22,2.86,2.51,2.18,2.38,2.49,2.21,2.71
T_1672,2.27,2.58,2.64,2.34,2.16,2.51,2.62,2.43
T_1673,2.36,2.95,2.65,2.15,2.42,2.69,2.39,2.34
T_1674,2.28,2.91,2.64,2.32,2.40,2.65,2.37,2.67
T_1675,2.34,2.60,2.76,2.28,2.38,2.77,2.51,2.79
T_1676,2.31,2.84,2.90,2.04,2.13,2.44,2.29,2.32
T_1677,2.30,3.06,2.73,2.25,2.37,2.69,2.27,2.70
T_1678,2.29,2.82,2.87,2.22,2.54,2.48,2.43,2.58
T_1679,2.69,2.84,2.77,2.48,2.40,2.73,2.18,2.52
T_1680,2.20,2.68,2.99,2.17,2.36,2.59,2.31,2.61
T_1681,2.32,3.07,2.93,2.27,2.25,2.53,2.36,2.53
T_1682,2.18,2.82,2.83,2.37,2.39,2.79,1.98,2.44
T_1683,2.54,2.88,2.76,2.25,2.56,2.74,2.42,2.69
T_1684,2.42,2.90,2.71,2.23,2.27,2.23,2.11,2.57
T_1685,2.30,2.90,2.77,2.25,2.45,2.81,2.47,2.46
T_1686,2.17,2.71,2.69,2.45,2.47,2.45,2.31,2.67
T_1687,2.43,2.84,2.95,2.33,2.20,2.67,2.39,2.42
T_1688,2.51,2.47,2.98,2.12,2.11,2.83,2.28,2.75
T_1689,2.08,2.56,3.06,2.45,2.32,2.45,2.38,2.39
T_1690,2.20,2.66,2.93,2.37,2.44,2.49,2.35,2.46
T_1691,2.30,2.88,2.91,2.42,2.09,2.55,2.38,2.48
T_1692,2.32,2.73,2.61,2.12,2.28,2.41,1.93,2.61
T_1693,2.33,2.84,2.64,2.42,2.26,2.52,2.28,2.35
T_1694,2.42,2.74,2.79,2.23,2.49,2.56,2.27,2.40
T_1695,2.28,2.71,2.66,2.11,2.59,2.43,2.41,2.38
T_1696,2.32,2.70,2.79,2.17,2.39,2.76,2.29,2.39
T_1697,2.43,2.96,2.65,2.19,2.33,2.24,2.14,2.49
T_1698,2.28,2.86,2.93,2.37,2.40,2.64,2.42,2.15
T_1699,2.55,2.87,2.79,2.47,2.31,2.74,2.17,2.61
T_1700,2.48,2.83,2.81,2.40,2.49,2.68,2.03,2.36
T_1701,2.49,2.91,2.72,2.33,2.44,2.52,2.52,2.50
T_1702,2.39,2.75,2.91,2.09,2.35,2.34,2.32,2.68
T_1703,2.46,2.86,2.43,2.30,2.57,2.53,2.31,2.33
T_1704,2.36,3.10,2.88,2.10,2.62,2.33,2.41,2.47
T_1705,2.38,2.58,2.88,2.61,2.28,2.68,2.23,2.52
T_1706,2.42,2.73,2.87,2.31,2.33,2.61,1.91,2.65
T_1707,2.29,2.71,2.83,2.44,2.44,2.71,1.95,2.84
T_1708,2.59,2.84,2.77,2.16,2.51,2.73,2.32,2.50
T_1709,2.26,2.72,2.72,2.12,2.64,2.65,2.05,2.51
T_1710,2.54,2.50,2.77,2.51,2.53,2.44,2.20,2.41
T_1711,2.31,2.84,2.84,2.26,2.41,2.43,2.24,2.74
T_1712,2.50,2.96,2.90,2.53,2.14,2.43,1.96,2.59
T_1713,2.44,2.74,2.57,2.43,2.32,2.53,2.29,2.26
T_1714,2.55,2.78,2.88,2.22,2.19,2.24,2.42,2.68
T_1715,2.81,2.67,3.04,2.51,2.25,2.45,2.48,2.26
T_1716,2.74,2.49,2.63,2.21,2.01,2.28,2.44,2.58
T_1717,2.43,2.99,2.98,2.10,2.31,2.54,2.35,2.70
T_1718,2.38,2.49,3.03,2.30,2.15,2.67,2.24,2.62
T_1719,2.26,2.84,2.77,2.08,2.41,2.63,2.30,2.50
T_1720,2.40,2.97,2.57,2.49,2.54,2.60,2.44,2.52
T_1721,2.18,3.01,3.05,2.39,2.50,2.44,2.27,2.45
T_1722,2.43,2.90,3.15,2.01,2.27,2.78,2.78,2.47
T_1723,2.15,2.86,2.95,2.16,2.24,2.71,2.20,2.63
T_1724,2.59,2.87,2.94,2.32,2.29,2.67,2.37,2.80
T_1725,2.31,2.88,2.88,2.37,2.55,2.55,2.19,2.69
T_1726,2.18,2.96,2.95,2.18,2.37,2.47,2.26,2.80
T_1727,2.28,2.72,2.65,2.17,2.52,2.30,2.40,2.35
T_1728,2.38,2.74,2.93,2.30,2.48,2.52,2.30,2.51
T_1729,2.19,2.84,2.74,2.29,2.12,2.70,2.38,2.57
T_1730,2.60,2.78,2.90,2.01,2.13,2.55,2.31,2.43
T_1731,2.42,2.60,2.87,2.30,2.30,2.47,2.33,2.58
T_1732,2.27,2.88,2.47,2.59,2.05,2.67,2.49,2.59
T_1733,2.16,2.78,2.76,2.18,2.57,2.79,2.49,2.74
T_1734,2.50,2.69,2.69,2.06,2.43,2.57,2.39,2.42
T_1735,2.41,2.97,2.95,2.18,2.54,2.34,2.20,2.36
T_1736,2.46,2.71,2.66,2.01,2.53,2.46,2.59,2.62
T_1737,2.33,2.75,2.71,2.14,2.58,2.52,2.24,2.62
T_1738,2.21,2.50,2.84,2.47,2.35,2.09,2.08,2.78
T_1739,2.47,2.96,2.73,2.08,1.98,2.65,2.32,2.68
T_1740,2.32,2.82,2.79,1.98,2.13,2.56,2.43,2.39
T_1741,2.20,2.86,3.00,2.22,2.16,2.72,2.19,2.85
T_1742,2.34,2.92,2.70,2.08,2.22,2.54,2.22,2.55
T_1743,2.31,2.83,2.96,2.31,2.43,2.64,2.25,2.68
T_1744,2.27,2.86,3.02,2.52,2.37,2.65,2.40,2.65
T_1745,2.45,2.53,2.99,2.17,2.25,2.49,2.29,2.63
T_1746,1.95,2.69,2.77,2.27,2.61,2.43,2.14,2.58
T_1747,2.45,2.93,2.80,2.30,2.47,2.57,2.13,2.37
T_1748,2.27,2.80,2.96,2.28,2.35,2.36,2.23,2.48
T_1749,2.26,2.83,2.90,2.01,2.43,2.25,2.16,2.48
T_1750,2.28,3.04,2.81,2.21,2.41,2.74,2.47,2.45
T_1751,2.50,3.21,2.76,2.28,2.30,2.89,2.04,2.58
T_1752,2.15,2.92,2.80,2.60,2.32,2.45,2.16,2.58
T_1753,2.32,2.70,2.74,2.08,2.54,2.89,2.39,2.55
T_1754,2.48,2.87,2.85,2.43,2.36,2.45,2.24,2.59
T_1755,2.45,2.83,2.85,2.27,2.53,2.62,2.29,2.29
T_1756,2.17,2.87,2.77,1.96,2.28,2.72,2.17,2.38
T_1757,2.21,3.05,2.62,2.20,2.44,2.43,2.35,2.50
T_1758,2.11,2.58,2.54,1.95,2.27,2.58,2.29,2.77
T_1759,2.12,2.77,2.93,2.27,2.22,2.71,2.51,2.53
T_1760,2.46,2.85,2.88,2.25,2.45,2.48,2.53,2.65
T_1761,2.47,2.80,2.82,2.33,2.32,2.47,2.05,2.59
T_1762,2.15,2.85,2.99,2.35,2.29,2.42,2.18,2.51
T_1763,2.62,2.91,3.06,2.52,2.24,2.76,2.49,2.58
T_1764,2.54,2.67,2.80,2.27,2.26,2.34,1.96,2.23
T_1765,2.42,2.73,2.66,2.48,2.38,2.74,2.12,2.77
T_1766,2.27,2.93,2.42,2.20,2.63,2.53,2.52,2.61
T_1767,2.26,2.74,2.92,2.05,2.31,2.55,2.62,2.63
T_1768,2.57,2.63,2.82,2.47,2.30,2.58,2.21,2.59
T_1769,2.42,2.69,3.03,2.15,2.26,2.63,2.33,2.45
T_1770,2.11,2.85,2.47,2.44,2.52,2.40,2.39,2.37
T_1771,2.37,2.77,3.06,2.36,2.56,2.66,2.01,2.48
T_1772,2.37,2.59,2.63,2.30,2.37,2.25,2.42,2.56
T_1773,2.54,2.60,2.68,2.35,2.35,2.36,2.26,2.37
T_1774,2.21,2.83,2.68,2.49,2.36,2.67,2.29,2.67
T_1775,2.29,2.78,3.00,2.30,2.46,2.63,2.26,2.83
T_1776,2.31,2.62,2.94,2.46,2.40,2.55,2.10,2.46
T_1777,2.31,2.73,2.92,1.97,2.37,2.32,2.16,2.58
T_1778,2.25,2.86,2.86,2.18,2.47,2.65,2.40,2.27
T_1779,2.54,3.14,2.54,2.50,2.39,2.54,2.38,2.39
T_1780,2.21,2.54,2.49,2.37,2.30,2.53,2.26,2.63
T_1781,2.26,2.80,3.01,2.34,2.01,2.44,2.38,2.48
T_1782,2.19,3.01,3.13,2.30,2.25,2.82,2.27,2.46
T_1783,2.29,2.77,2.73,2.44,2.12,2.40,2.17,2.45
T_1784,2.49,2.82,2.78,2.36,2.70,2.14,2.46,2.51
T_1785,2.48,2.66,2.72,2.39,2.02,2.72,2.10,2.61
T_1786,2.45,2.99,2.80,2.32,2.31,2.50,2.39,2.78
T_1787,2.42,3.01,2.81,2.51,2.52,2.44,2.21,2.45
T_1788,2.31,2.72,2.83,2.27,2.50,2.79,2.31,2.37
T_1789,2.07,2.95,2.92,2.21,2.46,2.42,2.31,2.40
T_1790,2.37,2.51,2.93,2.44,2.16,2.63,2.18,2.54
T_1791,2.33,2.76,2.43,2.13,2.39,2.19,2.59,2.58
T_1792,2.30,2.72,2.84,2.22,2.09,2.46,2.53,2.71
T_1793,2.27,2.76,2.70,2.33,2.34,2.46,2.09,2.76
T_1794,2.30,3.00,2.74,2.20,2.48,2.60,2.18,2.75
T_1795,2.23,2.65,2.67,2.10,2.38,2.44,2.32,2.49
T_1796,2.22,2.51,3.03,2.11,2.22,2.50,2.39,2.60
T_1797,2.24,2.86,2.93,2.32,2.28,2.66,2.06,2.44
T_1798,2.37,2.46,2.77,2.28,2.53,2.47,2.16,2.53
T_1799,2.59,2.78,2.86,2.15,2.84,2.69,2.46,2.24
T_1800,2.43,2.82,2.71,2.37,2.45,2.34,2.47,2.56
T_1801,2.05,2.70,3.21,2.37,2.34,2.61,2.72,2.53
T_1802,2.36,2.49,2.80,2.15,2.48,2.59,2.39,2.76
